Panel Name,Panel ID,Version Number,Gene Name,Gene Status
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,HSD17B4,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,IFIH1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,L2HGDH,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,LMNB1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,LYRM7,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,MCOLN1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,MEF2C,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,MLC1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,MPLKIP,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,MTFMT,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,NDUFAF1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,NDUFS1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,NDUFS2,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,NDUFS4,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,NDUFS7,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,NDUFS8,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,NDUFV1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,NUBPL,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PAFAH1B1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PEX1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PEX10,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PEX12,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PEX13,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PEX16,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PEX2,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PEX26,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PEX3,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PEX5,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PEX6,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PLP1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,POLG,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,POLG2,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,POLR1C,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,POLR3A,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,POLR3B,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PSAP,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,RARS,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,RNASEH2A,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,RNASEH2B,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,RNASEH2C,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,RNASET2,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,RRM2B,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SAMHD1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SCO1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SCO2,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SCP2,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SDHAF1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SDHB,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SLC16A2,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SLC17A5,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SLC25A12,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SLC25A4,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SOX10,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SUCLA2,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SUMF1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SURF1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,TACO1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,TREX1,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,TUBB4A,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,TYMP,Green
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,ATPAF2,Amber
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,COQ9,Amber
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,MRPS16,Amber
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PEX14,Amber
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PEX19,Amber
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,TUFM,Amber
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,ADGRG1,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,ARX,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,DCX,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,EGR2,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,HSPD1,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,HTRA1,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,ISCA2,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,JAM3,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,LAMB1,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,MFF,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,MPZ,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,NDE1,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,NOTCH3,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,PMP22,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,RELN,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SDHD,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SLC25A1,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,SNORD118,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,TREM2,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,TUBA1A,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,TUBA8,Red
Inherited white matter disorders,568f920822c1fc1c79ca177a,1.6,TUBB2B,Red
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,ABCC6,Green
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,APP,Green
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,ATP1A2,Green
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,CACNA1A,Green
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,COL3A1,Green
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,COL4A1,Green
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,COL4A2,Green
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,FOXC1,Green
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,GLA,Green
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,HTRA1,Green
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,NOTCH3,Green
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,TREX1,Green
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,CST3,Red
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,ITM2B,Red
Familial cerebral small vessel disease,5693787622c1fc25158f3c9a,1.1,SCN1A,Red
Non-syndromic hypotrichosis,56937d0d22c1fc25158f3c9e,1.0,APCDD1,Green
Non-syndromic hypotrichosis,56937d0d22c1fc25158f3c9e,1.0,CDSN,Green
Non-syndromic hypotrichosis,56937d0d22c1fc25158f3c9e,1.0,DSG4,Green
Non-syndromic hypotrichosis,56937d0d22c1fc25158f3c9e,1.0,HR,Green
Non-syndromic hypotrichosis,56937d0d22c1fc25158f3c9e,1.0,KRT74,Green
Non-syndromic hypotrichosis,56937d0d22c1fc25158f3c9e,1.0,LIPH,Green
Non-syndromic hypotrichosis,56937d0d22c1fc25158f3c9e,1.0,LPAR6,Green
Non-syndromic hypotrichosis,56937d0d22c1fc25158f3c9e,1.0,SNRPE,Amber
Non-syndromic hypotrichosis,56937d0d22c1fc25158f3c9e,1.0,DSC3,Red
Non-syndromic hypotrichosis,56937d0d22c1fc25158f3c9e,1.0,KRT71,Red
Non-syndromic hypotrichosis,56937d0d22c1fc25158f3c9e,1.0,RPL21,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,AR,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,ARX,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,ATRX,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,CDKN1C,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,CHD7,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,CUL4B,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,CYB5A,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,CYP11A1,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,CYP11B1,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,CYP17A1,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,CYP19A1,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,CYP21A2,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,DHCR7,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,DHH,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,HSD17B3,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,HSD3B2,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,LHCGR,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,MAMLD1,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,MAP3K1,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,NR0B1,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,NR5A1,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,POR,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,RSPO1,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,SAMD9,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,SOX10,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,SOX9,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,SRD5A2,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,SRY,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,STAR,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,TOE1,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,WT1,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,ZFPM2,Green
Disorders of sex development,569380ac22c1fc251660faf8,1.12,AKR1C2,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,ATP6V0A4,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,CBX2,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,DGKQ,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,DMRT1,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,GATA4,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,GLI2,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,HHAT,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,HSD17B2,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,INPP5E,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,PAX6,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,SEMA3E,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,TAF4B,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,TSPYL1,Red
Disorders of sex development,569380ac22c1fc251660faf8,1.12,TWIST2,Red
Fetal structural CNS abnormalities,56938f1a22c1fc251660fb16,0.3,ASPM,Red
Kyphoscoliotic Ehlers-Danlos syndrome,5693932722c1fc251660fb19,1.1,CHST14,Green
Kyphoscoliotic Ehlers-Danlos syndrome,5693932722c1fc251660fb19,1.1,FKBP14,Green
Kyphoscoliotic Ehlers-Danlos syndrome,5693932722c1fc251660fb19,1.1,PLOD1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ABCC9,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ACAN,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ACP5,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ACVR1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ADAMTSL2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,AGA,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,AGPS,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ALG12,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ALG3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ALG9,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ALPL,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ALX3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ALX4,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,AMER1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ANKH,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ANKRD11,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ANO5,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ANTXR2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ARHGAP31,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ARSB,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ARSE,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ASXL1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ATP6V0A2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ATP7A,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,B3GALT6,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,B3GAT3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,B4GALT7,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,B9D1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,BHLHA9,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,BMP1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,BMPER,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,BMPR1B,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,C21orf2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,C2CD3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CA2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CANT1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CASR,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CC2D2A,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CDC45,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CDH3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CDKN1C,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CDT1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CEP120,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CEP290,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CHST14,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CHST3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CHSY1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CLCN5,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CLCN7,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,COL10A1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,COL11A1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,COL11A2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,COL1A1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,COL1A2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,COL2A1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,COL9A1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,COL9A2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,COL9A3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,COLEC11,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,COMP,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CREBBP,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CRTAP,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CSPP1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CTSA,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CTSC,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CTSK,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CUL7,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,CYP27B1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DDR2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DHCR24,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DHODH,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DIS3L2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DLL3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DLX3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DLX5,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DMP1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DNMT3A,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DOCK6,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DPM1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DVL1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DYM,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DYNC2H1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,DYNC2LI1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,EBP,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,EFNB1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,EFTUD2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,EIF2AK3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ENPP1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,EOGT,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ERF,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ESCO2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,EVC,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,EVC2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,EXT1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,EXT2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,EZH2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FAM111A,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FAM20C,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FAM58A,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FBN1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FBN2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FERMT3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FGF10,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FGF16,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FGF23,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FGFR1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FGFR2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FGFR3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FIG4,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FKBP10,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FLNA,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FLNB,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,FUCA1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GALNS,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GALNT3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GDF5,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GDF6,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GHR,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GJA1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GLB1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GLI3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GNAS,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GNPAT,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GNPTAB,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GNPTG,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GNS,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GORAB,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GPC6,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GPX4,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GSC,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,GUSB,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,HDAC4,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,HDAC8,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,HES7,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,HGSNAT,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,HOXA13,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,HOXD13,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,HPGD,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,HSPG2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,ICK,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IDH1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IDS,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IDUA,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IFITM5,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IFT122,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IFT140,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IFT172,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IFT43,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IFT52,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IFT80,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IFT81,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IHH,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IKBKG,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IL11RA,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IL1RN,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,IMPAD1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,INPPL1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,KIF22,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,KIF7,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,LBR,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,LEMD3,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,LIFR,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,LMBR1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,LMNA,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,LMX1B,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,LONP1,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,LPIN2,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,LRP4,Green
Unexplained skeletal dysplasia,5693952f22c1fc251660fb1e,1.52,LRP5,Green
