Gene	Panel
MUT	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
MUT	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
MUT	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
MUT	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
MUT	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
MUT	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
MUTYH	KR_TSC_flank20
MVK	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
MVK	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
MYBPC1	FE_DA_SureSelect_hg19_coverage
MYBPC1	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
MYBPC1	sub_RefSeq_-20+10_FE_DistalArthrogryposis_v1
MYBPC3	Cardiac_SureSelect_All_Regions_forCoverageBed
MYBPC3	FE_Cardiac_SureSelect_hg19_coverage
MYBPC3	FE_CHD_SureSelect_hg19_coverage
MYBPC3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
MYBPC3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
MYBPC3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
MYBPC3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
MYBPC3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
MYBPC3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
MYBPC3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
MYBPC3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
MYBPC3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
MYBPC3	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1
MYBPC3	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1_FOR_COVERAGE
MYBPC3	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
MYD88	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
MYD88	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
MYH11	FE_Aortopathy_SureSelect_hg19_coverage
MYH11	FE_CHD_SureSelect_hg19_coverage
MYH11	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
MYH11	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
MYH11	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
MYH11	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
MYH11	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
MYH11	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
MYH11	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
MYH11	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
MYH11	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v1
MYH11	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v2
MYH11	sub_RefSeq_-20+10_FE_Aortopathy_v4
MYH11	sub_RefSeq_-20+10_FE_Aortopathy_v5
MYH11	sub_RefSeq_-20+10_FE_Aortopathy_v6
MYH11	sub_RefSeq_-20+10_FE_AortopathyBAV_v1
MYH11	sub_RefSeq_-20+10_FE_AortopathyBAV_v2
MYH11	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
MYH11	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
MYH11	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
MYH11	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
MYH11	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
MYH11	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
MYH11	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
MYH11	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
MYH11	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
MYH11	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
MYH11	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
MYH11	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
MYH11	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
MYH11	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
MYH11	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+Stickler_v1
MYH11	sub_RefSeq_-20+10_FE_ConnTissue_v1
MYH14	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
MYH3	FE_DA_SureSelect_hg19_coverage
MYH3	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
MYH3	sub_RefSeq_-20+10_FE_DistalArthrogryposis_v1
MYH6	Cardiac_SureSelect_All_Regions_forCoverageBed
MYH6	FE_Cardiac_SureSelect_hg19_coverage
MYH6	FE_CHD_SureSelect_hg19_coverage
MYH6	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
MYH6	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
MYH6	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
MYH6	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
MYH7	Cardiac_SureSelect_All_Regions_forCoverageBed
MYH7	FE_Cardiac_SureSelect_hg19_coverage
MYH7	FE_CHD_SureSelect_hg19_coverage
MYH7	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
MYH7	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
MYH7	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1
MYH7	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1_FOR_COVERAGE
MYH7	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
MYH8	FE_DA_SureSelect_hg19_coverage
MYH8	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
MYH8	sub_RefSeq_-20+10_FE_DistalArthrogryposis_v1
MYH9	FE_SRNS_SureSelect_hg19_coverage
MYH9	SRNS_new
MYH9	SRNS_V5
MYH9	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
MYL2	Cardiac_SureSelect_All_Regions_forCoverageBed
MYL2	FE_Cardiac_SureSelect_hg19_coverage
MYL2	FE_CHD_SureSelect_hg19_coverage
MYL2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
MYL2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
MYL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
MYL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
MYL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
MYL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
MYL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
MYL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
MYL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
MYL2	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1
MYL2	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1_FOR_COVERAGE
MYL2	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
MYL3	Cardiac_SureSelect_All_Regions_forCoverageBed
MYL3	FE_Cardiac_SureSelect_hg19_coverage
MYL3	FE_CHD_SureSelect_hg19_coverage
MYL3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
MYL3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
MYL3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
MYL3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
MYL3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
MYL3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
MYL3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
MYL3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
MYL3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
MYL3	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1
MYL3	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1_FOR_COVERAGE
MYL3	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
MYLK	FE_Aortopathy_SureSelect_hg19_coverage
MYLK	FE_CHD_SureSelect_hg19_coverage
MYLK	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
MYLK	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
MYLK	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
MYLK	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
MYLK	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
MYLK	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
MYLK	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
MYLK	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
MYLK	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v1
MYLK	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v2
MYLK	sub_RefSeq_-20+10_FE_Aortopathy_v4
MYLK	sub_RefSeq_-20+10_FE_Aortopathy_v5
MYLK	sub_RefSeq_-20+10_FE_Aortopathy_v6
MYLK	sub_RefSeq_-20+10_FE_AortopathyBAV_v1
MYLK	sub_RefSeq_-20+10_FE_AortopathyBAV_v2
MYLK	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
MYLK	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
MYLK	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
MYLK	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
MYLK	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
MYLK	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
MYLK	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
MYLK	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
MYLK	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+Stickler_v1
MYLK	sub_RefSeq_-20+10_FE_ConnTissue_v1
MYLK2	FE_CHD_SureSelect_hg19_coverage
MYLK2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
MYLK2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
MYLK2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
MYLK2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
MYLK2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
MYLK2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
MYLK2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
MYLK2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
MYLK2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
MYLK2	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
MYO15A	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
MYO1A	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
MYO1E	FE_SRNS_SureSelect_hg19_coverage
MYO1E	SRNS_new
MYO1E	SRNS_V5
MYO3A	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
MYO5A	sub_RefSeq_-20+10_FE_adHoc_LYST_MYO5A_v1
MYO5B	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
MYO5B	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
MYO6	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
MYO7A	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
MYOM1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
MYOM1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
MYOM1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
MYOM1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
MYOM1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
MYOM1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
MYOM1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
MYOM1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
MYOM1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
MYOM1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
MYOZ2	FE_CHD_SureSelect_hg19_coverage
MYOZ2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
MYOZ2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
MYOZ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
MYOZ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
MYOZ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
MYOZ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
MYOZ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
MYOZ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
MYOZ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
MYOZ2	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
MYPN	Cardiac_SureSelect_All_Regions_forCoverageBed
MYPN	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
MYPN	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
MYPN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
MYPN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
MYPN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
MYPN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
MYPN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
MYPN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
MYPN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
MYPN	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
NBN	Breakage_fixedPOLH
NBN	CBD_SURESELECT
NBN	combined
NBN	FE_Breakage_SureSelect_hg19_coverage
NBN	KR_TSC_flank20
NBN	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
NBN	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
NBN	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
NCF2	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
NCF2	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
NCF4	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
NCF4	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
NDE1	sub_RefSeq_-20+10_FE_adHoc_MicrocephalyPanel+Kabuki_v1
NDE1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
NDE1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
NDE1	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
NDE1	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
NDE1	sub_RefSeq_-20+10_FE_Microcephaly_v1
NDRG1	IPN_All_ROIs_Regions_forCoverageBed
NDRG1	FE_IPN_SureSelect_hg19_coverage
NDRG1	IPN_SureSelect_V1_Regions_forCoverageBed
NDRG1	IPN-Ext_QXT
NDRG1	IPN-Ext_QXT_hg19_coverage
NDRG1	IPN-Ext_QXT_hg19_coverage_overlap
NDRG1	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
NEBL	Cardiac_SureSelect_All_Regions_forCoverageBed
NEBL	FE_Cardiac_SureSelect_hg19_coverage
NEBL	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
NEBL	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
NEBL	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
NEBL	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
NEBL	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
NEBL	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
NEBL	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
NEBL	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
NEBL	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
NEBL	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
NEFL	IPN_All_ROIs_Regions_forCoverageBed
NEFL	FE_IPN_SureSelect_hg19_coverage
NEFL	IPN_SureSelect_V1_Regions_forCoverageBed
NEFL	IPN-Ext_QXT
NEFL	IPN-Ext_QXT_hg19_coverage
NEFL	IPN-Ext_QXT_hg19_coverage_overlap
NEFL	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
NEIL1	SRNS_new
NEIL1	SRNS_V5
NEXN	Cardiac_SureSelect_All_Regions_forCoverageBed
NEXN	FE_Cardiac_SureSelect_hg19_coverage
NEXN	FE_CHD_SureSelect_hg19_coverage
NEXN	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
NEXN	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
NEXN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
NEXN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
NEXN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
NEXN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
NEXN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
NEXN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
NEXN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
NEXN	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
NF1	FE_CHD_SureSelect_hg19_coverage
NF1	KR_TSC_flank20
NF1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
NF1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
NF1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
NF1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
NF1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
NF1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
NF1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
NF1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
NF1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
NF1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
NF1	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
NF2	KR_TSC_flank20
NFIX	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_Overgrowth_v1_ForCovAssessmentONLY
NFIX	sub_RefSeq_-20+10_FE_adHoc_Hyperekplexia_Overgrowth_COL4A1_COL4A2_PHOX2B_v1
NFIX	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
NFIX	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
NFIX	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
NFIX	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
NFIX	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
NFIX	sub_RefSeq_-20+10_FE_Overgrowth_Standard_Hemihypertrophy_v2
NFIX	sub_RefSeq_-20+10_FE_Overgrowth_Standard_Hemihypertrophy_v2_ForCovAssessmentONLY
NFIX	sub_RefSeq_-20+10_FE_Overgrowth_v1
NFIX	sub_RefSeq_-20+10_FE_Overgrowth_v2
NFIX	sub_RefSeq_-20+10_FE_Overgrowth_v2_ForCovAssessmentONLY
NFKB2	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
NFKB2	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
NGF	IPN_All_ROIs_Regions_forCoverageBed
NGF	IPN_SureSelect_V1_Regions_forCoverageBed
NGF	IPN-Ext_QXT
NGF	IPN-Ext_QXT_hg19_coverage
NGF	IPN-Ext_QXT_hg19_coverage_overlap
NHEJ1	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
NHEJ1	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
NHP2	combined
NHP2	FE_Breakage_SureSelect_hg19_coverage
NHP2	IBMFS_SURESELECT
NHP2	sub_RefSeq_-20+10_FE_IBMFS
NIN	sub_RefSeq_-20+10_FE_Pontocerebellar_hypoplasia_v1
NIPAL4	sub_RefSeq_-20+10_FE_CongenitalIchthyosis_v1
NIPBL	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
NIPBL	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
NIPBL	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
NIPBL	sub_RefSeq_-20+10_FE_CdL_and_Differentials_v1
NIPBL	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
NIPBL	sub_RefSeq_-20+10_FE_CDL_v1
NIPBL	sub_RefSeq_-20+10_FE_CDL-CoffinSiris_v1
NKX2-5	FE_CHD_SureSelect_hg19_coverage
NKX2-5	sub_RefSeq_-20+10_FE_AortopathyBAV_v1
NKX2-5	sub_RefSeq_-20+10_FE_AortopathyBAV_v2
NKX2-5	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
NKX2-5	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
NKX2-5	sub_RefSeq_-20+10_FE_Cardiac_BAV_v1
NKX2-5	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
NKX2-5	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
NKX2-5	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
NKX2-5	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
